-15.223, 0.626, -0.990, 2.308, 0.444, 1.019, -0.341, 0.455, -0.192, 0.063, -0.350, -0.103, 11.009, ?
-16.055, -0.999, -2.774, 1.803, -0.054, 1.164, 0.804, 1.291, 0.420, 0.056, -1.132, -1.237, 13.036, ?
-16.581, -1.892, -3.645, 0.264, -0.718, 1.340, 2.922, 3.293, 1.252, 0.725, -1.958, -3.240, 14.200, ?
-16.147, -1.773, -4.630, -0.927, -3.050, 1.311, 2.813, 1.466, -0.629, 0.877, -1.951, -0.099, 14.994, ?
-14.918, -2.023, -5.830, -1.639, -5.211, 1.655, 1.899, -1.030, -3.208, 3.226, -1.899, 1.508, 15.453, ?
-15.341, -2.190, -5.164, -0.571, -2.614, 1.506, -0.035, -1.240, -0.972, 3.096, -3.116, 0.899, 15.102, ?
-16.214, -2.530, -5.840, -1.371, 0.465, 2.157, -1.951, -0.816, 1.694, 1.797, -1.211, 2.577, 15.605, ?
-16.381, -2.658, -5.600, -0.766, 0.338, 2.197, -0.061, 0.042, -1.563, 0.731, 2.004, 0.994, 15.679, ?
-15.058, 1.234, -4.358, -2.192, -2.024, 1.155, -1.576, -2.678, -3.155, 1.098, 4.222, -3.836, 16.876, ?
-8.443, 1.713, -8.986, 0.151, 3.979, -0.428, -3.332, 4.592, 2.591, -0.105, 1.219, -0.492, 23.165, ?
-4.354, -1.546, -10.928, 2.112, 7.151, 1.503, -5.919, 6.930, 6.302, -0.222, 0.034, 8.052, 28.092, ?
-7.340, -6.166, -2.785, -2.131, 5.809, 2.582, -0.614, 2.693, 8.063, -0.892, 0.907, 9.623, 34.254, ?
-10.126, -5.157, 1.883, -1.992, 9.390, 0.739, 3.376, -0.844, 6.977, -1.930, 1.195, 5.601, 39.933, ?
-10.768, -7.440, -1.021, -2.896, 12.128, 3.249, 7.848, 2.258, 6.189, -4.417, -1.272, 3.094, 45.327, ?
-13.803, -10.072, -2.263, -4.439, 9.782, 6.946, 6.540, 4.387, 5.951, -2.995, -3.169, 3.662, 49.344, ?
-15.657, -11.478, -1.660, -4.334, 5.760, 2.756, 1.339, 1.222, 2.152, 0.323, -3.158, 2.033, 52.117, ?
-16.441, -11.639, -2.342, -6.295, 3.184, 2.756, -1.142, -0.788, -1.869, -0.623, -2.440, 1.295, 54.925, ?
-17.254, -12.293, -1.000, -5.699, 4.915, 1.947, -5.426, -3.206, -4.986, -1.581, -0.508, 1.876, 57.200, ?
-17.904, -14.414, 1.105, -3.221, 4.658, -1.333, -6.330, -4.815, -7.042, 0.120, 1.043, 2.569, 57.216, ?
-14.942, -15.343, 1.634, -2.378, 2.621, -2.989, 1.028, 0.487, -7.003, 2.464, -1.103, 0.053, 56.414, ?
-11.366, -16.078, 3.895, -2.909, 2.555, -4.604, 3.392, 4.715, -8.221, 4.054, -4.830, 2.253, 55.321, ?
-10.364, -15.753, 2.994, -0.470, 0.744, -1.395, 1.881, 7.049, -9.774, 7.901, -8.711, 3.540, 55.334, ?
-6.917, -6.746, 1.285, -1.383, -5.785, -5.394, -4.853, -0.007, -8.788, 5.254, -7.428, -2.498, 59.793, ?
-3.796, -5.224, -7.296, -5.093, -9.602, -10.321, -4.815, -0.857, -15.140, -4.113, -4.354, -4.052, 65.610, ?
-3.980, -9.303, -11.525, -4.238, -10.533, -9.987, -4.763, -3.373, -17.738, -8.036, -2.631, -2.311, 70.781, ?
-5.495, -11.586, -13.989, -5.494, -12.016, -9.996, -5.312, -4.234, -20.126, -8.729, -2.479, -1.625, 72.692, ?
-6.177, -11.402, -13.789, -6.436, -11.320, -9.811, -2.906, -3.170, -21.545, -5.481, -1.943, 2.585, 72.641, ?
-5.340, -10.896, -13.421, -7.617, -12.539, -10.063, -2.083, -4.291, -21.296, -1.866, -0.564, 5.906, 71.420, ?
-4.242, -11.024, -14.044, -6.289, -11.905, -9.258, -2.336, -2.726, -18.686, -4.866, 0.726, 4.854, 71.244, ?
-3.558, -11.078, -16.136, -5.873, -9.653, -11.296, -4.360, -0.176, -15.844, -5.679, 0.555, 3.991, 71.164, ?
-2.383, -10.702, -17.769, -4.478, -7.573, -12.340, -5.692, 0.464, -12.962, -5.582, -0.219, 2.235, 71.056, ?
-2.583, -12.335, -21.027, -5.394, -10.044, -16.069, -9.061, -2.388, -13.121, -9.000, -2.906, 0.408, 70.433, ?
-3.136, -12.772, -23.486, -7.151, -9.961, -19.598, -11.407, -1.606, -13.061, -8.999, -5.577, 1.442, 70.233, ?
-1.613, -10.617, -22.253, -3.900, -7.343, -17.180, -10.233, 3.042, -10.519, -6.953, -5.151, 2.719, 70.501, ?
-0.650, -9.882, -22.798, -2.795, -6.524, -16.107, -11.534, 6.014, -10.333, -5.038, -4.758, 2.808, 70.079, ?
-0.199, -9.620, -22.351, -2.658, -6.282, -15.910, -11.934, 5.146, -9.223, -2.658, -7.477, 1.405, 69.953, ?
-0.215, -10.850, -23.989, -4.508, -7.834, -18.597, -13.779, 2.160, -10.038, -4.479, -10.615, -0.423, 69.356, ?
