-10.880, -4.343, -6.475, -4.937, -2.004, -10.791, -4.432, 1.105, -3.224, 0.641, -0.173, 0.914, 38.918, ?
-10.212, -4.017, -6.980, -6.218, -4.877, -8.516, -6.081, -2.737, -2.105, -0.579, -0.441, 1.135, 38.588, ?
-10.956, -6.171, -8.552, -7.717, -6.661, -6.423, -10.041, -7.126, -3.711, -1.990, -2.248, -4.127, 38.625, ?
-11.504, -7.422, -8.379, -4.220, -4.910, -8.098, -12.556, -8.309, -4.062, -1.937, -2.649, -6.238, 38.906, ?
-11.298, -6.874, -8.882, -2.542, -0.940, -11.759, -10.306, -7.184, -5.242, -2.636, -2.274, -5.768, 39.295, ?
-10.962, -5.095, -6.757, -3.064, 1.758, -9.010, -10.649, -5.430, -6.044, -3.038, 1.995, -3.503, 39.327, ?
-11.018, -4.622, -7.200, -2.397, -0.927, -7.924, -12.473, -3.898, -3.423, -0.008, 3.291, -1.856, 39.220, ?
-11.863, -4.273, -8.766, -2.510, -3.904, -8.915, -7.708, -3.860, 0.092, 0.742, 4.084, 1.421, 39.248, ?
-12.309, -4.756, -8.292, -4.216, -2.362, -8.327, -6.675, -3.605, 1.707, -0.655, 7.356, 0.622, 39.209, ?
-11.683, -4.549, -5.949, -4.695, 0.759, -8.825, -8.575, -2.850, 2.427, -1.560, 3.742, -4.742, 38.859, ?
-11.767, -4.807, -8.867, -6.097, 1.098, -6.656, -7.750, -4.520, 2.113, 0.365, 1.382, -6.497, 38.715, ?
-11.887, -4.520, -12.507, -6.672, -3.472, -7.015, -10.237, -1.859, 1.900, 2.163, -0.241, -3.464, 39.145, ?
-11.682, -3.470, -13.888, -5.311, -3.903, -6.852, -11.720, 4.704, 0.510, 3.526, 0.546, -2.197, 39.933, ?
-13.493, -0.688, -15.482, -4.074, -5.571, -1.339, -15.555, 8.492, -1.224, 4.056, 2.018, -1.926, 41.442, ?
-17.567, 4.376, -17.020, -1.527, -6.432, 6.103, -15.466, 11.434, -1.927, 1.729, 1.374, -3.314, 43.224, ?
-21.971, 7.116, -19.044, -3.312, -5.944, 5.062, -15.378, 8.322, 0.688, -1.113, 4.127, -0.811, 45.072, ?
-21.864, 11.819, -13.898, 3.466, -0.897, 5.108, -15.112, 6.136, -0.422, -1.714, 4.457, 1.402, 47.306, ?
-24.000, 13.125, -13.216, 4.278, -2.043, 2.378, -13.124, 5.848, -1.222, -0.840, 2.216, 3.676, 47.871, ?
-25.904, 14.265, -12.267, 2.677, 0.055, 3.807, -9.443, 4.415, -2.078, -2.156, 1.418, 3.391, 49.147, ?
-25.971, 15.005, -11.802, 1.729, -0.231, 5.548, -9.481, 2.356, -2.399, -1.651, 4.161, 3.754, 50.168, ?
-22.815, 15.231, -12.871, 4.583, -2.242, 4.489, -7.165, 2.632, -0.865, -2.349, 1.725, 2.741, 51.765, ?
-22.345, 15.601, -15.356, 7.360, -2.565, 2.863, -5.728, 2.329, -1.927, 1.413, 0.274, 0.370, 51.648, ?
-20.973, 15.061, -14.593, 7.598, -3.974, 2.041, -3.904, 4.014, -4.187, 2.999, -0.709, -0.431, 52.667, ?
-23.244, 15.549, -14.867, 7.436, -3.451, 0.031, -2.840, 4.342, -4.114, 4.425, -1.820, -0.824, 50.267, ?
-19.490, 14.053, -13.900, 8.773, -5.787, 2.632, -2.260, 3.068, -2.826, 3.784, -4.076, 2.553, 53.282, ?
-19.790, 14.952, -15.179, 9.661, -6.210, 2.034, -2.845, 2.897, -4.407, 4.784, -4.084, 3.911, 52.498, ?
-20.739, 16.013, -16.331, 9.932, -5.702, 0.267, -1.108, 1.024, -3.936, 5.078, -4.956, 4.807, 51.940, ?
-21.868, 15.702, -16.280, 10.110, -4.569, -0.979, -1.263, 0.790, -2.174, 3.810, -3.378, 4.141, 51.072, ?
-23.519, 15.014, -16.845, 8.078, -1.664, -0.103, -2.527, 0.435, -2.303, 4.678, -2.637, 3.340, 49.459, ?
-19.322, 13.891, -14.779, 8.602, -5.199, 2.112, -1.545, 0.337, -2.074, 2.793, -1.814, 1.808, 52.740, ?
-20.900, 14.293, -15.423, 7.125, -3.327, 1.121, -4.024, 3.130, -3.940, 3.616, 0.026, -0.376, 50.709, ?
-22.394, 13.693, -14.766, 5.722, 0.186, -0.409, -6.713, 4.448, -5.556, 4.399, 0.119, -2.214, 51.665, ?
-21.833, 14.210, -13.669, 5.635, -0.138, -0.910, -4.464, 4.785, -5.198, 4.960, -0.207, -1.379, 54.019, ?
-27.699, 11.163, -15.493, 3.941, -1.737, -3.194, -6.846, 0.928, -8.212, 7.601, 3.061, 2.261, 51.719, ?
-27.129, 12.881, -13.448, 1.460, -0.660, -0.975, -9.026, 3.785, -11.179, 7.669, 5.129, 1.832, 53.108, ?
-28.997, 10.951, -12.796, -2.636, -3.587, 0.958, -12.587, 6.866, -9.598, 6.324, 6.250, 1.206, 54.220, ?
-27.014, 12.576, -8.599, 0.623, -2.196, 5.626, -10.597, 7.880, -5.675, 2.624, 2.281, 0.243, 56.258, ?
-25.303, 11.167, -9.172, -1.650, -5.567, -0.484, -13.383, 5.377, -5.263, -0.856, -0.040, -1.932, 57.158, ?
-13.724, 6.918, -17.265, -4.511, 1.780, 3.753, -9.138, 11.146, -4.270, -4.755, 1.217, -1.892, 63.710, ?
-7.814, -2.726, -23.802, -6.321, 1.984, -1.117, -8.282, 14.144, -6.923, -8.428, -4.337, -6.962, 68.095, ?
-5.082, -6.944, -22.862, -7.812, 4.334, -1.067, -5.355, 15.478, -5.419, -6.821, -4.219, -3.504, 70.791, ?
-4.353, -8.980, -22.954, -6.206, 9.177, 0.628, -8.194, 16.950, -5.706, -7.376, -2.238, -1.396, 72.401, ?
-4.369, -9.859, -23.085, -5.146, 12.580, 1.309, -10.660, 21.461, -7.483, -8.870, -3.498, 0.416, 73.068, ?
-4.892, -10.169, -21.851, -3.860, 16.898, 0.579, -11.297, 18.736, -8.539, -10.029, -3.872, 3.253, 73.073, ?
-5.710, -11.171, -19.927, -4.062, 17.936, 1.239, -11.489, 14.377, -8.440, -8.019, -3.772, 4.017, 72.742, ?
-6.301, -12.423, -17.318, -5.465, 16.339, 5.758, -10.841, 11.090, -8.819, -6.752, -2.673, 4.176, 72.634, ?
-6.971, -13.463, -16.768, -5.000, 12.472, 5.679, -9.210, 10.112, -12.081, -5.821, -0.483, 4.600, 72.782, ?
-7.123, -15.302, -17.967, -4.826, 11.163, 3.048, -9.689, 10.430, -12.072, -6.544, 0.604, 2.701, 72.927, ?
